comunidades_y_ciudades_autonomas,divisiones_coicop,anno,total
Ceuta,Transporte,2017,130720
Ceuta,Transporte,2016,117429
Ceuta,Transporte,2015,115612
Ceuta,Transporte,2014,115286
Ceuta,Comunicaciones,2020,27324
Ceuta,Comunicaciones,2019,27764
Ceuta,Comunicaciones,2018,28910
Ceuta,Comunicaciones,2017,27004
Ceuta,Comunicaciones,2016,25143
Ceuta,Comunicaciones,2015,22440
Ceuta,Comunicaciones,2014,21652
Ceuta,"Ocio, espectáculos y cultura",2020,38190
Ceuta,"Ocio, espectáculos y cultura",2019,56046
Ceuta,"Ocio, espectáculos y cultura",2018,55631
Ceuta,"Ocio, espectáculos y cultura",2017,53274
Ceuta,"Ocio, espectáculos y cultura",2016,47380
Ceuta,"Ocio, espectáculos y cultura",2015,44471
Ceuta,"Ocio, espectáculos y cultura",2014,44624
Ceuta,Educación,2020,14417
Ceuta,Educación,2019,15562
Ceuta,Educación,2018,14939
Ceuta,Educación,2017,15891
Ceuta,Educación,2016,15504
Ceuta,Educación,2015,13354
Ceuta,Educación,2014,12786
Ceuta,"Hoteles, cafés y restaurantes",2020,58812
Ceuta,"Hoteles, cafés y restaurantes",2019,98864
Ceuta,"Hoteles, cafés y restaurantes",2018,91204
Ceuta,"Hoteles, cafés y restaurantes",2017,102249
Ceuta,"Hoteles, cafés y restaurantes",2016,85670
Ceuta,"Hoteles, cafés y restaurantes",2015,83498
Ceuta,"Hoteles, cafés y restaurantes",2014,80427
Ceuta,Otros bienes y servicios,2020,87994
Ceuta,Otros bienes y servicios,2019,115452
Ceuta,Otros bienes y servicios,2018,118033
Ceuta,Otros bienes y servicios,2017,79854
Ceuta,Otros bienes y servicios,2016,64450
Ceuta,Otros bienes y servicios,2015,85403
Ceuta,Otros bienes y servicios,2014,77179
Ceuta,Total gasto en consumo final de los hogares interior,2020,808582
Ceuta,Total gasto en consumo final de los hogares interior,2019,955298
Ceuta,Total gasto en consumo final de los hogares interior,2018,956024
Ceuta,Total gasto en consumo final de los hogares interior,2017,928688
Ceuta,Total gasto en consumo final de los hogares interior,2016,850800
Ceuta,Total gasto en consumo final de los hogares interior,2015,853688
Ceuta,Total gasto en consumo final de los hogares interior,2014,844383
Ceuta,P.Gasto en consumo final de los hogares,2020,853935
Ceuta,P.Gasto en consumo final de los hogares,2019,1049593
Ceuta,P.Gasto en consumo final de los hogares,2018,1043619
Ceuta,P.Gasto en consumo final de los hogares,2017,1008237
Ceuta,P.Gasto en consumo final de los hogares,2016,935820
Ceuta,P.Gasto en consumo final de los hogares,2015,897213
Ceuta,P.Gasto en consumo final de los hogares,2014,891567
Ceuta,P.Consumo final efectivo de los hogares,2020,1157295
Ceuta,P.Consumo final efectivo de los hogares,2019,1354812
Ceuta,P.Consumo final efectivo de los hogares,2018,1328524
Ceuta,P.Consumo final efectivo de los hogares,2017,1289085
Ceuta,P.Consumo final efectivo de los hogares,2016,1223180
Ceuta,P.Consumo final efectivo de los hogares,2015,1178539
Ceuta,P.Consumo final efectivo de los hogares,2014,1164945
Melilla,Alimentos y bebidas no alcohólicas,2020,141642
Melilla,Alimentos y bebidas no alcohólicas,2019,127603
Melilla,Alimentos y bebidas no alcohólicas,2018,131377
Melilla,Alimentos y bebidas no alcohólicas,2017,129181
Melilla,Alimentos y bebidas no alcohólicas,2016,129637
Melilla,Alimentos y bebidas no alcohólicas,2015,132133
Melilla,Alimentos y bebidas no alcohólicas,2014,126217
Melilla,"Bebidas alcohólicas, tabaco y narcóticos",2020,37789
Melilla,"Bebidas alcohólicas, tabaco y narcóticos",2019,35126
Melilla,"Bebidas alcohólicas, tabaco y narcóticos",2018,36121
Melilla,"Bebidas alcohólicas, tabaco y narcóticos",2017,37627
Melilla,"Bebidas alcohólicas, tabaco y narcóticos",2016,36044
Melilla,"Bebidas alcohólicas, tabaco y narcóticos",2015,33465
Melilla,"Bebidas alcohólicas, tabaco y narcóticos",2014,32717
Melilla,Artículos de vestir y calzado,2020,39596
Melilla,Artículos de vestir y calzado,2019,50378
Melilla,Artículos de vestir y calzado,2018,53102
Melilla,Artículos de vestir y calzado,2017,57986
Melilla,Artículos de vestir y calzado,2016,59253
Melilla,Artículos de vestir y calzado,2015,54963
Melilla,Artículos de vestir y calzado,2014,53332
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2020,199826
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2019,204004
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2018,198948
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2017,194220
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2016,187403
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2015,183805
Melilla,"Vivienda, agua, electricidad, gas y otros combustibles",2014,183826
Melilla,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,43226
Melilla,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,47397
Melilla,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,49827
Melilla,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,47629
Melilla,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,45904
Melilla,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,46435
Melilla,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,40985
Melilla,Salud,2020,46134
Melilla,Salud,2019,54946
Melilla,Salud,2018,56740
Melilla,Salud,2017,49553
Melilla,Salud,2016,42981
Melilla,Salud,2015,51492
Melilla,Salud,2014,48699
Melilla,Transporte,2020,101395
Melilla,Transporte,2019,127304
Melilla,Transporte,2018,129672
Melilla,Transporte,2017,120128
Melilla,Transporte,2016,115836
Melilla,Transporte,2015,112484
Melilla,Transporte,2014,108858
Melilla,Comunicaciones,2020,28086
Melilla,Comunicaciones,2019,28264
Melilla,Comunicaciones,2018,28488
Melilla,Comunicaciones,2017,26495
Melilla,Comunicaciones,2016,23426
Melilla,Comunicaciones,2015,21293
Melilla,Comunicaciones,2014,20658
Melilla,"Ocio, espectáculos y cultura",2020,42216
Melilla,"Ocio, espectáculos y cultura",2019,60954
Melilla,"Ocio, espectáculos y cultura",2018,58826
Melilla,"Ocio, espectáculos y cultura",2017,52589
Melilla,"Ocio, espectáculos y cultura",2016,47493
Melilla,"Ocio, espectáculos y cultura",2015,43437
Melilla,"Ocio, espectáculos y cultura",2014,41385
Melilla,Educación,2020,12270
Melilla,Educación,2019,12996
Melilla,Educación,2018,13643
Melilla,Educación,2017,12289
Melilla,Educación,2016,11843
Melilla,Educación,2015,12495
Melilla,Educación,2014,13226
Melilla,"Hoteles, cafés y restaurantes",2020,62563
Melilla,"Hoteles, cafés y restaurantes",2019,95275
Melilla,"Hoteles, cafés y restaurantes",2018,93767
Melilla,"Hoteles, cafés y restaurantes",2017,89534
Melilla,"Hoteles, cafés y restaurantes",2016,87060
Melilla,"Hoteles, cafés y restaurantes",2015,84618
Melilla,"Hoteles, cafés y restaurantes",2014,73348
Melilla,Otros bienes y servicios,2020,88600
Melilla,Otros bienes y servicios,2019,73132
Melilla,Otros bienes y servicios,2018,75414
Melilla,Otros bienes y servicios,2017,100855
Melilla,Otros bienes y servicios,2016,105848
Melilla,Otros bienes y servicios,2015,67230
Melilla,Otros bienes y servicios,2014,71844
Melilla,Total gasto en consumo final de los hogares interior,2020,843343
Melilla,Total gasto en consumo final de los hogares interior,2019,917379
Melilla,Total gasto en consumo final de los hogares interior,2018,925925
Melilla,Total gasto en consumo final de los hogares interior,2017,918086
Melilla,Total gasto en consumo final de los hogares interior,2016,892728
Melilla,Total gasto en consumo final de los hogares interior,2015,843850
Melilla,Total gasto en consumo final de los hogares interior,2014,815095
Melilla,P.Gasto en consumo final de los hogares,2020,890437
Melilla,P.Gasto en consumo final de los hogares,2019,1009861
Melilla,P.Gasto en consumo final de los hogares,2018,1013343
Melilla,P.Gasto en consumo final de los hogares,2017,993319
Melilla,P.Gasto en consumo final de los hogares,2016,979121
Melilla,P.Gasto en consumo final de los hogares,2015,887155
Melilla,P.Gasto en consumo final de los hogares,2014,859679
Melilla,P.Consumo final efectivo de los hogares,2020,1216043
Melilla,P.Consumo final efectivo de los hogares,2019,1339224
Melilla,P.Consumo final efectivo de los hogares,2018,1316854
Melilla,P.Consumo final efectivo de los hogares,2017,1290345
Melilla,P.Consumo final efectivo de los hogares,2016,1266849
Melilla,P.Consumo final efectivo de los hogares,2015,1176652
Melilla,P.Consumo final efectivo de los hogares,2014,1121840
